LineCode,Ministry,Category
983,Menntamálaráðuneyti,Education & Culture
983,Menntamálaráðuneyti .........................,Education & Culture
983,Menntamálaráðuneyti ......................................................,Education & Culture
983,Menntamálaráðuneyti......................,Education & Culture
984,Fjármálaráðuneyti,Social & Labour
984,Fjármálaráðuneyti ............................................................,Social & Labour
984,Félagsmálaráðuneyti,Social & Labour
984,Félagsmálaráðuneyti .......................,Social & Labour
984,Félagsmálaráðuneyti...........................,Social & Labour
984,Félagsmálaráðuneyti........................................................,Social & Labour
984,Menntamálaráðuneyti,Social & Labour
984,Menntamálaráðuneyti .........................,Social & Labour
984,Menntamálaráðuneyti ......................................................,Social & Labour
984,Menntamálaráðuneyti......................,Social & Labour
985,Félagsmálaráðuneyti,Education & Culture
985,Félagsmálaráðuneyti .......................,Education & Culture
985,Félagsmálaráðuneyti...........................,Education & Culture
985,Félagsmálaráðuneyti........................................................,Education & Culture
985,Menntamálaráðuneyti,Education & Culture
985,Menntamálaráðuneyti .........................,Education & Culture
985,Menntamálaráðuneyti ......................................................,Education & Culture
985,Menntamálaráðuneyti......................,Education & Culture
987,Félagsmálaráðuneyti........................................................,Social & Labour
988,Menntamálaráðuneyti,Education & Culture
988,Menntamálaráðuneyti .........................,Education & Culture
988,Menntamálaráðuneyti ......................................................,Education & Culture
988,Menntamálaráðuneyti......................,Education & Culture
989,Fjármálaráðuneyti,Education & Culture
989,Fjármálaráðuneyti ............................................................,Education & Culture
989,Félagsmálaráðuneyti,Education & Culture
989,Félagsmálaráðuneyti .......................,Education & Culture
989,Félagsmálaráðuneyti...........................,Education & Culture
989,Menntamálaráðuneyti,Education & Culture
989,Menntamálaráðuneyti .........................,Education & Culture
989,Menntamálaráðuneyti ......................................................,Education & Culture
989,Menntamálaráðuneyti......................,Education & Culture
990,Fjármálaráðuneyti,Finance & Economy
990,Fjármálaráðuneyti ............................................................,Finance & Economy
994,Menntamálaráðuneyti,Education & Culture
995,Fjármálaráðuneyti ............................................................,Education & Culture
995,Menntamálaráðuneyti,Education & Culture
995,Menntamálaráðuneyti .........................,Education & Culture
995,Menntamálaráðuneyti ......................................................,Education & Culture
995,Menntamálaráðuneyti......................,Education & Culture
996,"101 Forsætisráðuneyti, aðalskrifstofa ....",Social & Labour
996,Dóms- og kirkjumálaráðuneyti,Social & Labour
996,Dóms- og kirkjumálaráðuneyti ..........,Social & Labour
996,Dóms- og kirkjumálaráðuneyti .......................................,Social & Labour
996,Dóms- og kirkjumálaráðuneyti.......,Social & Labour
996,Fjármálaráðuneyti ............................................................,Social & Labour
996,Forsætisráðuneyti,Social & Labour
996,Forsætisráðuneyti ............................................................,Social & Labour
996,Forsætisráðuneyti............................,Social & Labour
996,Forsætisráðuneyti................................,Social & Labour
996,Félagsmálaráðuneyti,Social & Labour
996,Félagsmálaráðuneyti .......................,Social & Labour
996,Félagsmálaráðuneyti...........................,Social & Labour
996,Hagstofa Íslands ..............................................................,Social & Labour
996,Heilbrigðis- og,Social & Labour
996,Heilbrigðis- og tryggingamálaráðuneyti,Social & Labour
996,Heilbrigðis- og tryggingamálaráðuneyti ........................,Social & Labour
996,Landbúnaðarráðuneyti ....................,Social & Labour
996,Menntamálaráðuneyti,Social & Labour
996,Menntamálaráðuneyti .........................,Social & Labour
996,Menntamálaráðuneyti ......................................................,Social & Labour
996,Menntamálaráðuneyti......................,Social & Labour
996,Umhverfisráðuneyti..........................................................,Social & Labour
996,Utanríkisráðuneyti,Social & Labour
996,Utanríkisráðuneyti ...............................,Social & Labour
996,Utanríkisráðuneyti ............................................................,Social & Labour
996,Utanríkisráðuneyti............................,Social & Labour
999,Fjármálaráðuneyti,Finance & Economy
999,Fjármálaráðuneyti ............................................................,Finance & Economy
999,Félagsmálaráðuneyti,Finance & Economy
999,Félagsmálaráðuneyti .......................,Finance & Economy
999,Félagsmálaráðuneyti...........................,Finance & Economy
999,Félagsmálaráðuneyti........................................................,Finance & Economy
999,Menntamálaráðuneyti,Finance & Economy
999,Menntamálaráðuneyti .........................,Finance & Economy
999,Menntamálaráðuneyti ......................................................,Finance & Economy
999,Menntamálaráðuneyti......................,Finance & Economy
999,Viðskiptaráðuneyti,Finance & Economy
999,Viðskiptaráðuneyti ...........................................................,Finance & Economy
